AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average
48.5,1.596,27.386845,116.0858,7.388645,-4.362826,4.936564,0,25.82,-1.2925,2205,30,9,1.405,157.5,6814,47,2.30E+00,63.5,1.69,7.9692,0,-4.652655,3.770883,4.751015,0,27.1125,9,6400,3550,0.282,30.835,17.055,172.055,27.2,0.815,769.5,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,1338,55.5,145.5,9.5,12.5,4.5,5.5,3.5,3.5,1.5,1.5,0,2,48.5,5,13.905,5,15.364,11,180,0.283,30.3,6.7,24.493,1.325,4,4
58,1.701,33.503207,142.425,7.865557,-3.672403,5.678198,0,30.465,-2.941667,2392,51.5,9.5,1.485,167,7070.5,47.5,4.00E-01,120.075,1.65,7.5797,0.232,-3.897862,4.057029,5.111536,0,33.406667,9.5,6200,4000,0.2185,31.38,13.525,181.17,33.4,1.01,730.6,0,0,0,0,0,0.5,0,0.5,0,0,1,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,1154.33,58.5,158,9,13,4.5,5.5,3.5,3.5,1,2,0,2,58,5.5,14.5,5.5,15.3475,19,173,0.219,6.475,8.4,24.2975,0.605,1.6,4.5
27,1.080667,12405.50128,63.641383,5.933244,-3.13477,3.17141,0,15.593333,-1.055556,1227.733333,12.9,11.666667,1.016667,108.666667,2740.619333,19,3.00E-01,110.733333,2.696667,11.0333,0,-4.714267,3.083595,3.885086,0,16.648889,11.666667,3500,1366.666667,0.672667,29.222,3.53,2.273933,22.166667,1.326667,1063.933333,0,0,0,0,0,0.666667,0,0.333333,0,0,0.333333,0.333333,0,0,0,0.666667,0,0,0.333333,0,0.666667,0,0,579.533333,67.666667,101.333333,3,7.666667,0,0,1.666667,3,1.333333,2.666667,0,2,27,3.333333,9.034667,3.333333,27.253,7.333333,72.666667,0.673333,3.878267,523.133333,43.926,0.406667,1.07,2.666667
30.8,1.1508,11168.1621,73.16978,6.140918,-3.269774,3.190985,0,17.246,-0.911667,1455.26,15.48,10.8,1.074,117.2,3288.4574,22.8,3.60E-01,104.66,2.548,10.51635,0,-4.705762,3.174135,3.99916,0,18.157667,10.8,4100,1540,0.6236,29.1908,4.192,2.04654,23.14,1.312,1013.94,0,0,0,0,0,0.6,0,0.4,0,0,0.4,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,684.48,63.8,108.8,3.2,8,0,0,2,3.6,1.2,2.4,0,2,30.8,3.6,10.6812,3.6,25.6802,8.8,84.8,0.624,4.60044,471.76,41.7244,0.488,1.284,2.8
28.727273,1.112545,11843.07438,67.972473,6.027641,-3.196135,3.180308,0,16.344545,-0.990152,1331.154545,14.072727,11.272727,1.042727,112.545455,2989.636636,20.727273,3.27E-01,107.972727,2.629091,10.798323,0,-4.710401,3.12475,3.936938,0,17.334697,11.272727,3772.727273,1445.454545,0.650364,29.207818,3.830909,2.170573,22.609091,1.32,1041.209091,0,0,0,0,0,0.636364,0,0.363636,0,0,0.363636,0.363636,0,0,0,0.636364,0,0,0.363636,0,0.636364,0,0,627.236364,65.909091,104.727273,3.090909,7.818182,0,0,1.818182,3.272727,1.272727,2.545455,0,2,28.727273,3.454545,9.783091,3.454545,26.538091,8,78.181818,0.650909,4.206527,499.781818,42.925273,0.443636,1.167273,2.727273
13.714286,1.093286,10.763372,32.480857,5.081948,-4.893424,9.273622,0,9.695714,-0.915,4068.285714,280.142857,11.571429,0.93,99.428571,3330.142857,387,1.57E-01,30.285714,1.922857,7.961003,1.306286,-6.381106,2.649537,3.338207,0,10.610714,11.571429,3842.857143,2157.142857,0.904143,13.526,44.65,468.114286,11.114286,0.344286,767.942857,0,0,0,0.857143,0,0,0,0.142857,0,0,0.142857,0.142857,0.857143,0,0,0,0,0,0.142857,0.857143,0,0,0,2253.285714,66.142857,100.428571,4.857143,4.285714,0,0,0.571429,1.428571,4.285714,0.857143,0,2,13.714286,2.571429,6.097143,2.571429,23.227714,3.571429,170,0.904143,24.671429,5.4,35.768857,1.674286,5.001429,3
36.5,1.3465,9312.027983,88.25335,6.374653,-4.256283,4.816345,0,19.095,-3.909375,1458.605,20.5,9,1.17,131.5,4276.1255,31.5,5.50E-01,21.5,2.13,10.2365,3.2185,-6.406498,3.529631,4.447056,0,23.004375,9,5400,1800,0.6065,28.642,5.8525,116.3964,27.1,1.37,987.15,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,874.025,56.5,123.5,3.5,8.5,0,0,2,5,1.5,1.5,0,2,36.5,4,12.8,4,20.6355,12.5,194,0.6075,5.36299,124.8,35.125,1.435,5.035,4
31.2,1.1472,11167.9411,74.59964,6.11037,-3.258003,3.187205,0,16.882,-1.077,1190.06,16.4,10.8,1.074,116.4,3421.2574,25.2,4.40E-01,104.66,2.552,10.54639,0,-4.694697,3.165768,3.988618,0,17.959,10.8,4100,1540,0.62,28.8908,4.672,94.04654,23.02,1.252,1017.14,0,0,0,0,0,0.6,0,0.4,0,0,0.4,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,706.88,64.6,108.4,2.8,8.4,0,0,1.6,4,1.2,2.4,0,2,31.2,3.6,10.2812,3.6,25.7382,10,84.8,0.6212,4.44044,471.84,42.0812,0.488,1.284,2.4
36,1.4712,28.922727,84.239,6.952807,-3.583826,6.002437,0,21.856,-6.112125,1566.632,21.02,10.8,1.248,139.8,4596.4,36.6,4.40E-01,140.252,2.036,8.591566,1.3212,-4.298952,3.820602,4.813657,0,27.968125,10.8,4220,1840,0.494,24.884,5.5726,98,28.06,0.586,828.548,0,0,0,0,0,0.6,0,0.4,0,0,0.4,0.4,0,0,0,0.6,0.6,0,0.4,0,0,0,0,907.016,65.2,131.8,2.8,8.4,0,0,1.6,4,1.2,2.4,0,2,36,4.2,11.54,4.2,18.666,10,119.6,0.4952,4.4414,45.84,30.0188,0.488,1.284,4.8
49.5,1.5815,26.640483,118.7108,7.329374,-4.335172,4.916179,0,25.11,-1.5975,1863.5,31.5,9,1.395,155.5,7139,51,2.45E+00,63.5,1.7,7.86375,0,-4.626222,3.753882,4.729595,0,26.7075,9,6400,3550,0.251,26.4,17.895,131.2,26.55,0.805,759.5,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,1387.5,57.5,145,3.5,13.5,0,5,2,5,1.5,1.5,0,2,49.5,5,14.405,5,15.1515,12.5,180,0.2515,30.35,12.5,25.5765,1.33,4.005,4
37,1.343,9311.819673,89.46851,6.379308,-4.245954,4.705046,0,19.15,-3.601042,1525.105,20,9,1.165,131.5,4398.1255,36,5.50E-01,21.5,2.135,10.2778,3.2185,-6.394429,3.518846,4.433468,0,22.751042,9,5400,1800,0.6025,28.137,6.0575,126.9164,26.85,1.365,991.65,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,905.025,57.5,124.5,3,9,0,0,1.5,5.5,1.5,1.5,0,2,37,4,12.35,4,20.703,13,194,0.6035,8.11299,124.9,35.1455,1.435,5.04,4
31.6,1.1444,11167.77445,75.571768,6.114094,-3.249741,3.098166,0,16.926,-0.830333,1243.26,16,10.8,1.07,116.4,3518.8574,28.8,4.40E-01,104.66,2.556,10.57943,0,-4.685042,3.15714,3.977748,0,17.756333,10.8,4100,1540,0.6168,28.4868,4.836,102.46254,22.82,1.248,1020.74,0,0,0,0,0,0.6,0,0.4,0,0,0.4,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,731.68,65.4,109.2,2.4,8.8,0,0,1.2,4.4,1.2,2.4,0,2,31.6,3.6,9.9212,3.6,25.7922,10.4,84.8,0.618,6.64044,471.92,42.0976,0.488,1.288,2.4
14,1.091,10.63181,33.160714,5.075496,-4.888638,9.245403,0,9.62,-0.897143,4111.285714,280.571429,11.571429,0.927143,99,3403.714286,388.428571,1.71E-01,30.285714,1.925714,7.985117,1.306286,-6.375689,2.645547,3.33318,0,10.517143,11.571429,3842.857143,2157.142857,0.903429,13.520286,45.871429,477.097143,10.971429,0.34,770.371429,0,0,0,0.857143,0,0,0,0.142857,0,0,0.142857,0.142857,0.857143,0,0,0,0,0,0.142857,0.857143,0,0,0,2265.428571,66.714286,100.428571,4.571429,4.571429,0,0,0.285714,1.714286,4.285714,0.857143,0,2,14,2.571429,5.84,2.571429,23.264714,4,170,0.903429,25.185714,5.371429,35.759857,1.675714,5.002857,3
37.5,1.3385,9311.567517,90.63285,6.352071,-4.239531,4.717579,0,18.83,-3.846875,1609.105,22,9,1.16,130,4533.6255,36.5,6.00E-01,21.5,2.14,10.3209,3.2185,-6.387537,3.515666,4.429462,0,22.676875,9,5400,1800,0.604,28.622,10.1275,147.8364,26.6,1.355,995.65,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,916.525,58.5,123.5,2.5,9.5,0,0,1,6,1.5,1.5,0,2,37.5,4,11.9,4,20.765,14,194,0.605,7.16299,124.7,35.0935,1.44,5.04,4
32,1.1408,11167.57273,76.50324,6.092304,-3.244602,3.108192,0,16.67,-1.027,1310.46,17.6,10.8,1.066,115.2,3627.2574,29.2,4.80E-01,104.66,2.56,10.61391,0,-4.679529,3.154597,3.974543,0,17.697,10.8,4100,1540,0.618,28.8748,8.092,119.19854,22.62,1.24,1023.94,0,0,0,0,0,0.6,0,0.4,0,0,0.4,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,740.88,66.2,108.4,2,9.2,0,0,0.8,4.8,1.2,2.4,0,2,32,3.6,9.5612,3.6,25.8418,11.2,84.8,0.6192,5.88044,471.76,42.056,0.492,1.288,2.4
45.333333,1.519,28.351226,108.393,7.202303,-3.407787,4.794567,0,23.673333,-3.801667,1685.666667,20.2,11.666667,1.296667,143,6234.666667,37.666667,5.73E+00,146.64,2.113333,8.537493,0.532667,-3.835073,3.79917,4.786654,0,27.475,11.666667,4633.333333,5033.333333,0.27,26.282,11.093333,115.173333,30.066667,0.666667,823.6,0,0,0,0,0,0.666667,0,0.333333,0,0,1,0.333333,0,0,0,0.666667,0,0,0.333333,0,0,0,0,919.333333,71,137,2,15.333333,0,6.666667,0.666667,4,1.333333,2.666667,0,2,45.333333,4.666667,10.08,4.666667,18.103,11.8,74,0.269333,6.126667,33.133333,28.126333,0.41,1.073333,5
47.6,1.5428,28.57971,114.2796,7.270918,-3.509196,4.631128,0,24.374,-3.412,1831.2,22.58,10.8,1.324,147.6,6517.8,41.2,5.28E+00,136.976,2.026,8.294514,0.4794,-3.907929,3.813268,4.804416,0,27.786,10.8,5120,4840,0.2598,26.4658,11.974,132.944,30.12,0.7,800.14,0,0,0,0,0,0.6,0,0.4,0,0,1,0.4,0,0,0,0.6,0,0,0.4,0,0,0,0,1004.4,67.4,140.8,2,15.2,0,6,0.8,4.8,1.2,2.4,0,2,47.6,4.8,11.342,4.8,17.4856,13.42,86,0.2592,6.944,30.76,27.5876,0.492,1.288,4.8
58.857143,1.667286,32.533566,144.596714,7.76874,-3.514587,5.901742,0,29.32,-3.652619,2066.714286,56,10.428571,1.45,159.857143,7451.142857,54.142857,5.14E-01,130.085714,1.731429,7.765929,0.265143,-3.750873,4.038336,5.087985,0,32.972619,10.428571,5728.571429,4128.571429,0.187429,26.754286,18.46,154.451429,32.485714,0.982857,749.114286,0,0,0,0,0,0.571429,0,0.428571,0,0,1,0.428571,0.571429,0,0,0,0,0,0.428571,0,0,0,0,1171.52,66.428571,155,2,15.142857,0,5.714286,0.857143,5.142857,1.142857,2.285714,0,2,58.857143,5.428571,12.871429,5.428571,15.741,21.142857,170,0.187429,7.471429,14.771429,25.722429,0.527143,1.38,4.714286
60,1.6785,32.296379,147.4295,7.783704,-3.627998,5.559047,0,29.49,-3.184167,2201,54.5,9.5,1.465,163.5,7653,56.5,6.00E-01,120.075,1.67,7.55865,0.232,-3.852468,4.026063,5.072521,0,32.674167,9.5,6200,4000,0.185,26.925,18.64,171.755,32.25,0.985,729.1,0,0,0,0,0,0.5,0,0.5,0,0,1,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,1246.33,62.5,157.5,2,15,0,5,1,6,1,2,0,2,60,5.5,14.1,5.5,15.2645,22,173,0.185,8.325,14.1,25.3495,0.615,1.61,4.5
58.4,1.6628,32.628441,143.4636,7.762754,-3.469222,6.038821,0,29.252,-3.84,2013,56.6,10.8,1.444,158.4,7370.4,53.2,4.80E-01,134.09,1.756,7.84884,0.2784,-3.710235,4.043245,5.09417,0,33.092,10.8,5540,4180,0.1884,26.686,18.388,147.53,32.58,0.982,757.12,0,0,0,0,0,0.6,0,0.4,0,0,1,0.4,0.6,0,0,0,0,0,0.4,0,0,0,0,1141.596,68,154,2,15.2,0,6,0.8,4.8,1.2,2.4,0,2,58.4,5.4,12.38,5.4,15.9316,20.8,168.8,0.1884,7.13,15.04,25.8716,0.492,1.288,4.8
51,1.585,25.910176,121.927905,7.274385,-4.272892,4.789118,0,24.47,-1.5075,1555,33.5,9,1.38,154.5,7524,57.5,2.55E+00,63.5,1.715,7.986455,0,-4.562384,3.722479,4.69003,0,25.9775,9,6400,3550,0.2445,25.835,20.64,111.7,25.8,0.835,771.5,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,1454,60.5,145,2,15,0,5,0.5,6.5,1.5,1.5,0,2,51,5,13.055,5,15.3435,15.5,180,0.245,33.4,13.7,27.359,1.335,4.01,4
32.8,1.214,11172.81417,78.82124,6.195189,-2.062856,2.586301,0,17.91,-1.201,641.66,12.4,10.8,1.118,114.4,2628.8574,7.2,1.48E+00,104.66,2.568,10.672494,0,-3.443717,3.213117,4.048274,0,19.111,10.8,4100,1540,0.6128,28.3228,3.196,53.24654,26.82,1.236,1029.54,0,0,0,0,0,0.6,0,0.4,0.4,0,0,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,469.68,67.8,114.4,1.2,10,0,0,0,5.6,1.2,2.4,0,2,32.8,3.6,8.8412,3.6,25.9454,3.96,97.2,0.614,14.12044,478.04,42.9724,0.368,1.032,2.4
43,1.605,35.453109,102.5595,7.222299,-2.23515,4.810519,0,24.7,-5.253438,1093.36,19.35,9.5,1.36,146,4265,18.5,1.85E+00,125.21,1.92,8.307085,1.101,-2.78566,3.904368,4.919195,0,29.953437,9.5,5100,2050,0.4315,24.72,4.6905,69,33.4,0.64,801.29,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,0,740.18,63.5,146.5,1,11,0,0,0,7,1,2,0,2,43,4.5,11.9,4.5,17.759,4.95,147.5,0.4325,17.5845,47.55,29.93,0.46,1.29,4.5
51.5,1.665,32.731819,123.9878,7.435398,-2.841238,4.165049,0,26.395,-1.7525,1178,26.5,9,1.45,153,6148.5,28.5,3.75E+00,63.5,1.72,8.02138,0,-3.062497,3.813068,4.804165,0,28.1475,9,6400,3550,0.242,25.69,16.05,80.2,31.3,0.785,775,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,1091,61.5,152.5,1.5,15.5,0,5,0,7,1.5,1.5,0,2,51.5,5,12.605,5,15.4105,4.95,195.5,0.2425,42.45,20.25,26.6905,1.18,3.69,4
60.5,1.765,36.965548,147.407,7.856791,-2.678713,5.122307,0,30.435,-2.405,1664.5,36.5,9,1.55,163,6633.5,42.5,3.15E+00,75.5,1.655,7.431275,0,-2.795733,4.034017,5.082543,0,32.84,9,8700,3250,0.181,25.985,13.725,97.985,35.65,0.875,718.35,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,997.89,62,172.5,1.5,15.5,0,5,0,7,1.5,1.5,0,2,60.5,5.5,13.75,5.5,14.359,14.95,195.5,0.181,29.6,18.05,25.165,1.09,3.49,4
33.2,1.1316,11167.12791,79.58636,6.046033,-3.229815,3.030983,0,16.138,-0.871,1524.06,19.2,10.8,1.062,114.4,3937.2574,33.6,6.00E-01,104.66,2.572,10.341174,0,-4.663275,3.124481,3.936599,0.000899,17.009,10.8,4100,1540,0.6124,28.3708,7.592,144.04654,22.18,1.232,997.94,0,0,0,0,0,0.6,0.4,0.4,0,0,0.4,0.4,0,0,0,0.6,0,0,0.4,0,0.6,0,0,807.28,68.6,108.4,4.8,10.4,3.6,0.4,0,5.6,1.2,2.4,0,2,33.2,3.6,9.2412,3.6,26.6254,10.8,84.8,0.612,6.72044,471.28,41.3432,0.496,1.288,2.4
29.333333,1.008,12402.22102,70.162933,5.612168,-4.898051,3.626579,0,12.176667,-1.293333,1685.4,36.666667,12,0.966667,102.333333,4437.619333,46.333333,1.13E+00,94.066667,2.726667,11.353723,0,-6.489294,2.934267,3.696945,0,13.47,12,1466.666667,1200,0.66,28.162,9.213333,222.6306,19,1.21,1089.933333,0,0,0,0,0,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0,0.666667,0,0,0,0,0.666667,0,0.333333,871.866667,73,95.333333,4,10,2.666667,0.666667,0,4.666667,1.333333,2.666667,0,2,29.333333,3.333333,5.934667,3.333333,28.386333,10,72.666667,0.66,7.844933,521.966667,44.396,0.483333,1.2,2.666667
34.666667,1.368,25.533934,80.873333,6.548209,-5.260076,6.754614,0,17.703333,-6.887917,2103.813333,41.8,12,1.16,128.333333,5743.333333,59,1.13E+00,133.613333,2.153333,9.181697,1.468,-6.049578,3.661861,4.613656,0,24.59125,12,1600,1533.333333,0.52,23.71,10.214,227.023333,24.6,0.47,880.386667,0,0,0,0,0,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1094.24,73.666667,121.333333,4,10,2.666667,0.666667,0,4.666667,1.333333,2.666667,0,2,34.666667,4,7.333333,4,20.528333,10,111.333333,0.52,7.846,48.633333,30.993333,0.483333,1.2,5.333333
30,1.3435,25.942087,68.67125,6.48589,-4.695754,7.007357,0,17.1825,-7.707656,1757.29,33.275,13,1.125,122.5,4797.5,49,8.50E-01,150.315,2.26,9.476275,1.6515,-5.561487,3.676967,4.632688,0,24.890156,13,1375,1400,0.567,23.4575,8.09075,172.7675,24.875,0.425,910.185,0,0,0,0,0,0.75,0.25,0,0,0,0.25,0.25,0,0,0,0.75,0.75,0,0,0,0,0,0.25,917.77,77.25,116.75,3.5,9,2,0.5,0,3.5,1.5,3,0,2,30,3.75,6.225,3.75,21.22875,7.5,101,0.5675,5.95175,53.975,31.9525,0.3625,0.9,5.5
46.666667,1.454667,25.562107,112.136667,6.92174,-5.192044,5.318731,0,20.736667,-3.943333,2264,42.2,12,1.253333,138.333333,7649.333333,59.666667,6.47E+00,129.973333,2.133333,8.776617,0.532667,-5.631961,3.666124,4.619027,0,24.68,12,2600,4866.666667,0.262,25.485333,13.526667,237.903333,27.333333,0.61,841.266667,0,0,0,0,0,0.666667,0.333333,0,0,0,1,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0.333333,1164.666667,74.333333,131.333333,4,16.666667,2.666667,7.333333,0,4.666667,1.333333,2.666667,0,2,46.666667,4.666667,7.913333,4.666667,19.101667,12.466667,74,0.26,9.026667,31.966667,28.32,0.483333,1.2,5.333333
40,1.175,9305.272848,97.47729,5.717093,-7.954292,5.85561,0,12.55,-3.894375,2904.105,100,10,1.045,120.5,8325.6255,91.5,4.05E+00,26.5,2.27,11.041835,3.2185,-10.03142,3.200215,4.032019,0,16.444375,10,1800,2650,0.59,27.242,18.4625,369.8964,20.1,1.175,1081.65,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0.5,1676.525,65,108.5,5,12,3.5,1.5,0,7,1.5,1.5,0,2,40,4,7.1,4,14.8005,34.5,211.5,0.591,28.76299,123.15,23.724,1.64,5.455,5
26.571429,0.93,13285.29704,63.127537,5.387336,-5.14308,3.748594,0,10.412857,-1.267857,1701.785714,57.142857,12.857143,0.904286,95.714286,4758.163571,52.285714,2.31E+00,117.928571,2.885714,11.884199,0,-6.783823,2.824709,3.558911,0,11.680714,12.857143,1014.285714,1728.571429,0.695714,28.23,10.605714,213.007786,17.385714,1.182857,1155.928571,0,0,0.285714,0,0,0.714286,0.285714,0,0,0,0,0.285714,0,0,0,0.714286,0,0,0,0,0.714286,0,0.285714,979.142857,75.857143,87.142857,3.428571,9.714286,2,0.857143,0,4,1.428571,2.857143,0,2,26.571429,3.142857,4.315714,3.142857,25.083571,19.714286,74,0.697143,16.619571,558.942857,39.238571,0.465714,1.157143,2.857143
35,1.323333,24.126607,81.692627,6.405455,-5.952326,6.989139,0,16.453333,-6.777917,2388.813333,71.8,12.333333,1.126667,126.666667,6856.666667,73.666667,2.70E+00,153.613333,2.22,9.423197,1.468,-6.681944,3.584606,4.51632,0,23.23125,12.333333,1233.333333,2266.666667,0.518667,23.586667,13.337333,252.333333,23,0.406667,920.053333,0,0,0.333333,0,0,0.666667,0.333333,0,0,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1355.573333,74.666667,117,3.666667,10.333333,2.333333,1,0,4.666667,1.333333,2.666667,0,2,35,4,6.3,4,15.553333,23,123,0.52,19.346,48.766667,23.22,0.543333,1.35,5.666667
24.5,0.89,13948.11256,57.95955,5.260207,-5.084514,4.150019,0,9.51,-1.33125,1524.575,77.5,13.5,0.8725,90,4813.57175,100.25,4.55E+00,120.825,3.17,12.179545,0,-6.807294,2.767697,3.487079,0,10.84125,13.5,2125,1450,0.7215,28.101,13.2425,108.203175,16.925,1.2,1177.925,0,0,0.25,0,0,0.75,0.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0.75,0,0.25,964.85,78,81.75,3,9.5,1.5,1,0,3.5,1.5,3,0,2,24.5,3,3.3765,3,26.33775,40.25,66.25,0.7225,43.70055,586.125,41.2005,0.4525,1.2,3
35.333333,1.303333,23.397275,82.656667,6.318026,-6.32146,7.636883,0,15.763333,-6.777917,2421.146667,108.466667,12.666667,1.113333,124,7723.333333,146.333333,6.07E+00,153.613333,2.506667,9.528017,1.468,-7.051078,3.540892,4.461244,0,22.54125,12.666667,2800,2100,0.516,23.223333,18.584,147.526667,22.4,0.393333,923.053333,0,0,0.333333,0,0,0.666667,0.333333,0,0,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1490.573333,75.666667,113.666667,3.333333,10.666667,2,1.333333,0,4.666667,1.333333,2.666667,0,2,35.333333,4,5.633333,4,15.553333,53.666667,123,0.516667,58.179333,48.166667,23.22,0.603333,1.6,6
47.333333,1.39,23.425448,113.92,6.691556,-6.253428,6.200999,0,18.796667,-3.833333,2581.333333,108.866667,12.666667,1.206667,134,9629.333333,147,1.14E+01,149.973333,2.486667,9.122937,0.532667,-6.633461,3.545155,4.466615,0,22.63,12.666667,3800,5433.333333,0.258,24.998667,21.896667,158.406667,25.133333,0.533333,883.933333,0,0,0.333333,0,0,0.666667,0.333333,0,0,0,0.666667,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0.333333,1561,76.333333,123.666667,3.333333,17.333333,2,8,0,4.666667,1.333333,2.666667,0,2,47.333333,4.666667,6.213333,4.666667,14.126667,56.133333,85.666667,0.256667,59.36,31.5,20.546667,0.603333,1.6,6
59.333333,1.523333,27.924037,146.346667,7.238041,-6.209012,7.765102,0,24.216667,-4.308889,2783.333333,146.666667,12.666667,1.34,146,10576.66667,160.333333,6.07E+00,146.766667,2.186667,8.627743,0.309333,-6.413802,3.800685,4.788563,0,28.525556,12.666667,4266.666667,4700,0.178667,25.243333,29.023333,174.613333,27.866667,0.846667,836.133333,0,0,0.333333,0,0,0.666667,0.333333,0,0,0,0.666667,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0.333333,1713.44,77,138.333333,3.333333,17.333333,2,8,0,4.666667,1.333333,2.666667,0,2,59.333333,5.333333,7.366667,5.333333,12.4,64.333333,177.666667,0.178,59.566667,14.033333,18.64,0.603333,1.6,6
24.75,0.89,13947.82546,58.5513,5.217834,-4.870258,4.491824,0,9.1975,-1.295,1534.825,92.5,13.75,0.8675,87.25,5256.07175,115.25,1.45E+00,109.325,3.055,12.171917,0,-6.671851,2.743977,3.457194,0,10.4925,13.75,1200,1200,0.72275,28.4035,8.685,179.333175,16.65,1.1825,1175.425,0,0,0,0,0,0.75,0.25,0,0,0,0.25,0.25,0,0,0,0.75,0,0,0,0,0.75,0,0.25,905.85,78.75,82.25,2.75,9.75,1.25,1.25,0,3.5,1.5,3,0,2,24.75,3,3.0265,3,26.33775,44.5,57.5,0.72425,12.17555,586.55,41.2005,0.4625,1.3,3.25
34.333333,1.336667,18.247697,80.792667,6.168996,-7.301933,9.525176,0,14.673333,-3.838333,4071.666667,190,11.666667,1.166667,124.333333,8560,261.666667,1.93E+00,93.733333,1.9,8.045627,0.515333,-7.755621,3.324308,4.188366,0,18.511667,11.666667,4233.333333,1766.666667,0.520333,21.82,44.833333,475.033333,18.233333,0.35,777.6,0,0,0,0,0.666667,0,0.333333,0,0.666667,0,0.333333,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0.333333,2277.666667,70,119,4.333333,9.666667,1.666667,1.666667,0,4.666667,2.666667,1.333333,0,2,34.333333,4,6.92,4,10.896667,59.333333,216,0.512333,114.633333,3.8,22.328,1.616667,4.866667,5
