AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average
35.666667,1.303333,23.014475,83.445667,6.261529,-6.035785,8.092623,0,15.346667,-6.729583,2434.813333,128.466667,13,1.106667,120.333333,8313.333333,166.333333,1.93E+00,138.28,2.353333,9.517847,1.468,-6.870487,3.509265,4.421397,0,22.07625,13,1566.666667,1766.666667,0.517667,23.626667,12.507333,242.366667,22.033333,0.37,919.72,0,0,0,0,0,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1411.906667,76.666667,114.333333,3,11,1.666667,1.666667,0,4.666667,1.333333,2.666667,0,2,35.666667,4,5.166667,4,15.553333,59.333333,111.333333,0.519,16.146,48.733333,23.22,0.616667,1.733333,6.333333
47.666667,1.39,23.042648,114.709,6.63506,-5.967753,6.65674,0,18.38,-3.785,2595,128.866667,13,1.2,130.333333,10219.33333,167,7.27E+00,134.64,2.333333,9.112767,0.532667,-6.452871,3.513528,4.426768,0,22.165,13,2566.666667,5100,0.259667,25.402,15.82,253.246667,24.766667,0.51,880.6,0,0,0,0,0,0.666667,0.333333,0,0,0,1,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0.333333,1482.333333,77.333333,124.333333,3,17.666667,1.666667,8.333333,0,4.666667,1.333333,2.666667,0,2,47.666667,4.666667,5.746667,4.666667,14.126667,61.8,74,0.259,17.326667,32.066667,20.546667,0.616667,1.733333,6.333333
35.333333,1.3,23.470647,84.059175,6.116122,-6.566146,9.637691,0,14.3,-5.443492,2130.666667,7.333333,12.666667,1.126667,119.333333,8745.333333,186.666667,4.10E+00,84.466667,2.193333,9.80387,1.083333,-7.340574,3.388088,4.268723,0,19.743492,12.666667,3166.666667,6433.333333,0.556,24.116,31.643333,217.466667,17.2,0.323333,954.466667,0,0,0,0,0,0,0.333333,0,0,0,0.333333,0.333333,0,0.666667,0,0.666667,0,0.666667,0,0,0,0,0.333333,1313.533333,74.333333,113,3.333333,10.666667,1.333333,2,0,4.666667,2,2,0,2,35.333333,4,5.253333,4,13.15,74,66,0.556,29.356667,86.366667,20.12,1.716667,5.5,6
36,1.293333,22.772263,84.786667,6.25126,-5.445981,8.102831,0,15.273333,-6.614583,2240.146667,5.133333,13.333333,1.1,118,8836.666667,196,4.10E+00,170.28,2.453333,9.719417,1.468,-6.471712,3.495884,4.404537,0,21.887917,13.333333,2300,3700,0.515333,23.366667,20.430667,215.866667,21.733333,0.403333,946.386667,0,0,0,0,0,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1360.906667,77.666667,113.666667,2.666667,11.333333,1.333333,2,0,4.666667,1.333333,2.666667,0,2,36,4,4.766667,4,15.553333,74,111.333333,0.516667,29.379333,48.366667,23.22,0.616667,1.8,6.666667
47.333333,1.373333,19.143876,113.357733,6.535391,-6.254098,7.242204,0,17.533333,-1.946667,2353,14.666667,12.666667,1.22,127.333333,11348,209.333333,6.63E+00,88,2.186667,9.338477,0,-6.840827,3.37415,4.251163,0,19.48,12.666667,4033.333333,5700,0.262667,24.66,35.576667,230.8,18.933333,0.596667,911.333333,0,0,0,0,0,0,0.333333,0,0,0,0.333333,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,1828.666667,75,121.666667,3.333333,17.333333,1.333333,8.666667,0,4.666667,2,2,0,2,47.333333,4.666667,5.706667,4.666667,12.422,74,175.333333,0.263333,62.533333,11.966667,18.900667,1.576667,5,6
59.333333,1.506667,24.788848,144.583333,7.097249,-6.037399,8.518549,0,22.92,-2.816667,3001.666667,28,12.666667,1.353333,140.666667,11994.66667,228,5.83E+00,104,2.1,8.55167,0,-6.485143,3.668749,4.622334,0,25.736667,12.666667,7100,5300,0.181333,25.053333,32.476667,254.513333,24.733333,0.716667,835.8,0,0,0,0,0,0,0.333333,0,0,0,0.333333,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,1704.52,75.666667,148.333333,3.333333,17.333333,1.333333,8.666667,0,4.666667,2,2,0,2,59.333333,5.333333,7.233333,5.333333,11.02,87.333333,175.333333,0.181333,45.4,9.033333,16.866667,1.456667,4.733333,6
60,1.513333,27.299025,148.476667,7.171275,-5.333534,8.23105,0,23.726667,-4.145556,2602.333333,43.333333,13.333333,1.326667,140,11690,210,4.10E+00,163.433333,2.133333,8.819143,0.309333,-5.834436,3.755677,4.731857,0,27.872222,13.333333,3766.666667,6300,0.178,25.386667,30.87,242.953333,27.2,0.856667,859.466667,0,0,0,0,0,0.666667,0.333333,0,0,0,1,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0.333333,1583.773333,79,138.333333,2.666667,18,1.333333,8.666667,0,4.666667,1.333333,2.666667,0,2,60,5.333333,6.5,5.333333,12.4,84.666667,166,0.178,30.766667,14.233333,18.64,0.616667,1.8,6.666667
36.333333,1.299,22.827214,85.449,6.253603,-4.744245,8.390386,0.161029,15.29,-6.637917,2045.48,111.8,13.666667,1.103333,117,8826.666667,190.333333,7.10E+00,183.613333,2.453333,9.89568,1.468,-5.680982,3.498755,4.408155,0,21.927917,13.666667,2300,3700,0.515667,23.5,14.854,194.526667,21.733333,0.403333,959.72,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,1171.906667,78.666667,114,2.333333,11.666667,1,2.333333,0,4.666667,1.333333,2.666667,0,2,36.333333,4,4.466667,4,15.553333,70,121.666667,0.516667,49.179333,48.8,23.22,0.61,1.85,5
48.333333,1.385667,22.855387,116.712333,6.627133,-4.676213,6.954502,0.161029,18.323333,-3.693333,2205.666667,112.2,13.666667,1.196667,127,10732.66667,191,1.24E+01,179.973333,2.433333,9.4906,0.532667,-5.263365,3.503018,4.413526,0,22.016667,13.666667,3300,7033.333333,0.257667,25.275333,18.166667,205.406667,24.466667,0.543333,920.6,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0.666667,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0.333333,1242.333333,79.333333,124,2.333333,18.333333,1,9,0,4.666667,1.333333,2.666667,0,2,48.333333,4.666667,5.046667,4.666667,14.126667,72.466667,84.333333,0.256667,50.36,32.133333,20.546667,0.61,1.85,5
31.333333,0.946667,12399.91827,75.694267,5.337953,-3.61488,4.622386,0,9.91,-1.166667,1426.066667,76.666667,14,0.92,89.333333,7030.952667,58.333333,3.13E+00,162.5,3.053333,12.064967,0,-5.180698,2.790133,3.515348,0,11.076667,14,2166.666667,3366.666667,0.656333,28.205333,7.538333,172.423933,16.566667,1.143333,1165.933333,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0.666667,0,0.333333,717,79,89,2,12,0.333333,3,0,4.666667,1.333333,2.666667,0.333333,1.666667,31.333333,3.333333,2.701333,3.333333,29.599,20.333333,83,0.656667,24.044933,522.933333,36.622667,0.593333,1.883333,2.666667
36,1.313333,23.929569,85.677175,6.138857,-5.09707,9.285281,0,14.463333,-5.590159,1735,84,13.333333,1.14,116.666667,8245.333333,61.666667,3.13E+00,116.233333,2.22,9.977393,1.083333,-5.609843,3.409931,4.296244,0,20.053492,13.333333,3166.666667,6433.333333,0.557,24.502667,19.751667,178.416667,17.633333,0.323333,964.466667,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0.333333,0,0.666667,0,0.666667,0,0.666667,0,0,0,0,0.333333,892,76.333333,114.333333,2.666667,11.333333,0.333333,3,0,4.666667,2,2,0.333333,1.666667,36,4,4.586667,4,19.337667,20.333333,76.333333,0.556,24.023333,87.6,20.12,1.693333,5.583333,4.666667
47,1.325,21.263505,113.5745,6.261525,-4.463964,7.742839,0,15.345,-5.058437,2407.86,118.85,13,1.16,120.5,11525,97,4.70E+00,202.86,2.43,9.659405,1.101,-5.062863,3.415449,4.303196,0,20.403437,13,3100,5050,0.4205,24.28,11.948,260.225,20.4,0.46,934.79,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,1214.88,75.5,121,2,15,0.5,4.5,0,7,1,2,0.5,1.5,47,4.5,4.7,4.5,20.9465,30.5,147.5,0.42,35.9345,39.4,17.415,0.89,2.825,5
36.666667,1.306667,23.231185,86.404667,6.273994,-3.976905,7.750421,0,15.436667,-6.76125,1844.48,81.8,14,1.113333,115.333333,8336.666667,71,3.13E+00,202.046667,2.48,9.89294,1.468,-4.740981,3.517727,4.432059,0,22.197917,14,2300,3700,0.516333,23.753333,8.539,176.816667,22.166667,0.403333,956.386667,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,939.373333,79.666667,115,2,12,0.333333,3,0,4.666667,1.333333,2.666667,0.333333,1.666667,36.666667,4,4.1,4,21.741,20.333333,121.666667,0.516667,24.046,49.6,23.22,0.593333,1.883333,5.333333
48,1.386667,19.602798,114.975733,6.558126,-4.785022,6.889794,0,17.696667,-2.093333,1957.333333,91.333333,13.333333,1.233333,124.666667,10848,84.333333,5.67E+00,119.766667,2.213333,9.512,0,-5.110096,3.395994,4.278684,0,19.79,13.333333,4033.333333,5700,0.263667,25.046667,23.685,191.75,19.366667,0.596667,921.333333,0,0,0,0,0,0,0.333333,0,0.333333,0,0,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,1407.133333,77,123,2.666667,18,0.333333,9.666667,0,4.666667,2,2,0.333333,1.666667,48,4.666667,5.04,4.666667,18.609667,20.333333,185.666667,0.263333,57.2,13.2,18.900667,1.553333,5.083333,4.666667
48.666667,1.393333,23.259358,117.668,6.647525,-3.908873,6.314538,0,18.47,-3.816667,2004.666667,82.2,14,1.206667,125.333333,10242.66667,71.666667,8.47E+00,198.406667,2.46,9.48786,0.532667,-4.323364,3.52199,4.43743,0,22.286667,14,3300,7033.333333,0.258333,25.528667,11.851667,187.696667,24.9,0.543333,917.266667,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0.666667,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0.333333,1009.8,80.333333,125,2,18.666667,0.333333,9.666667,0,4.666667,1.333333,2.666667,0.333333,1.666667,48.666667,4.666667,4.68,4.666667,20.314333,22.8,84.333333,0.256667,25.226667,32.933333,20.546667,0.593333,1.883333,5.333333
60,1.52,25.24777,146.201333,7.119983,-4.568323,8.166138,0,23.083333,-2.963333,2606,104.666667,13.333333,1.366667,138,11494.66667,103,4.87E+00,135.766667,2.126667,8.725193,0,-4.754411,3.690592,4.649855,0,26.046667,13.333333,7100,5300,0.182333,25.44,20.585,215.463333,25.166667,0.716667,845.8,0,0,0,0,0,0,0.333333,0,0.333333,0,0,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,1282.986667,77.666667,149.666667,2.666667,18,0.333333,9.666667,0,4.666667,2,2,0.333333,1.666667,60,5.333333,6.566667,5.333333,17.207667,33.666667,185.666667,0.181333,40.066667,10.266667,16.866667,1.433333,4.816667,4.666667
44,1.165,9308.404454,108.2947,5.995348,-1.309791,3.170835,0,14.83,-2.341293,359.915,12.5,14,1.11,99,6767.7145,11,5.00E-01,70.55,2.72,12.027775,0,-2.503449,3.163279,3.985482,0,17.171293,14,3000,1800,0.529,28.6805,1.2575,31.35545,20.55,1.21,1160.45,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,144.56,79,108,1,16,0,5,0,7,1,2,0,2,44,4,3.081,4,26.938,0,89,0.53,4.3037,414.5,44.568,0.62,2.1,2
48,1.435,25.889144,116.3275,6.697379,-1.58131,5.516861,0,18.975,-6.537231,673.725,16.35,14,1.255,118.5,7747,20.5,5.00E-01,100.21,2.29,10.398755,1.101,-2.173661,3.708975,4.673015,0,25.512231,14,3100,2050,0.424,25.3415,2.008,34.65,24.75,0.655,1003.29,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,311.34,79.5,127.5,1,16,0,5,0,7,1,2,0,2,48,4.5,4.13,4.5,21.0445,0,118,0.425,4.3045,59.5,34.516,0.62,2.1,4
48.5,1.295,9171.05939,118.0215,6.998371,-0.557188,2.740425,0,21.435,-3.432543,434.345,13.05,14.5,1.24,117,6768.607,11,5.00E-01,174.4,2.58,11.702565,1.2465,-1.01727,3.677423,4.633263,0,24.867543,14.5,3500,2050,0.3095,30.966,2.7475,34.75,26.4,1.415,1129.05,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,202.96,82.5,76,0.5,16.5,0,5,0,7,0.5,2.5,0,2,48.5,4.5,3.77,4.5,21.2845,0,115,0.31,4.17445,24.5,36.9065,0.62,2.1,4.5
57,1.5,25.910273,139.775,6.977527,-1.530286,4.439949,0,21.25,-4.328793,793.865,16.65,14,1.325,126,9176.5,21,4.50E+00,97.48,2.275,10.094945,0.3995,-1.860449,3.712172,4.677044,0,25.578793,14,3850,4550,0.2305,26.673,4.4925,42.81,26.8,0.76,973.95,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,364.16,80,135,1,21,0,10,0,7,1,2,0,2,57,5,4.565,5,19.9745,1.85,90,0.23,5.19,47,32.511,0.62,2.1,4
57.5,1.37,33.569784,140.247,7.259249,-0.579231,2.637676,0,23.945,-3.413793,480.865,13.45,14.5,1.315,126,8327,11,5.00E-01,162.3,2.48,11.12565,0.7285,-0.916565,3.793891,4.780003,0,27.358793,14.5,4400,5000,0.307,51.8365,3.79,37.0125,44.45,1.49,1073.45,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,250.06,83,76,0.5,21.5,0,10,0,7,0.5,2.5,0,2,57.5,5,4.205,5,20.2795,0,115,0.183,4.231,24.5,35.101,0.62,2.1,4.5
50,1.293333,36.555798,120.132667,7.313723,-0.719032,2.427522,0,24.483333,-3.582529,431.243333,9.6,15.333333,1.256667,124,6591.333333,7.333333,3.33E-01,216.4,2.64,11.355033,0.971333,-1.138719,3.826633,4.821255,0,28.065862,15.333333,4033.333333,5633.333333,0.362667,59.787667,4.288333,29.583333,51.333333,1.646667,1095.6,0,0,0,0,0,0,0.333333,0,0,0.666667,0,0.333333,0,0,0,0.666667,0.666667,0,0,0.333333,0,0,0.333333,255.306667,87,50.666667,0.666667,20,0,10,0,4.666667,0.666667,3.333333,0,2,50,4.666667,3.82,4.666667,20.786333,0,98,0.197333,2.861333,16.333333,35.400667,0.413333,1.4,5.333333
66,1.6,29.284215,164.095,7.38739,-1.496975,5.613026,0,25.315,-4.68546,945.365,45,14,1.425,135,9887,31,5.00E-01,95.075,2.05,9.72355,0.232,-1.695704,3.90382,4.918505,0,30.00046,14,4200,4000,0.171,26.8565,9.8375,54.965,28.85,0.995,938.1,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0.5,478.49,80.5,146,1,21,0,10,0,7,1,2,0,2,66,5.5,5.43,5.5,18.6795,8,159,0.171,5.345,33.9,31.081,0.62,2.1,4
62,1.42,36.643152,151.466313,7.879098,-0.755613,4.084867,0,31.016667,-6.072529,514.776667,13.466667,15.333333,1.383333,136.666667,7804.666667,7.333333,3.33E-01,196.866667,2.44,10.446673,0.708,-1.08697,4.1749,5.260045,0,37.089195,15.333333,5100,4233.333333,0.189333,45.614333,5.938333,33.7,36.266667,1.806667,1007.933333,0,0,0,0,0,0,0.333333,0,0,0.666667,0,0.333333,0,0,0,0.666667,0.666667,0,0,0.333333,0,0,0.333333,336.006667,87.666667,50.666667,0.666667,20,0,10,0,4.666667,0.666667,3.333333,0,2,62,5.333333,5.136667,5.333333,19.007,0,98,0.143333,3.079333,74.333333,33.400667,0.413333,1.4,5.333333
25.5,1.1175,13951.53444,61.60085,5.483985,-3.606113,6.608474,0,11.7975,-6.006563,494.4075,10.75,14.5,0.9325,89.5,2963.43825,3,1.40E+00,2.25,2.685,12.427623,4.82775,-6.72675,3.262276,4.11021,0,17.804063,14.5,2600,2000,0.81225,28.423,1.30175,42.6171,24.075,1.68,1199.05,0,0,0,0.25,0,0,0,0,0,0,1,0.25,0,0,0,0.75,0,0.75,0,0,0,0,0,191.5375,80.5,97,3.5,10.5,0,2.5,0,3.5,3.5,2.5,0,2,25.5,3,2.7125,3,27.30775,0.7,194,0.81375,11.544485,187.475,43.04325,1.5175,6.12,4.5
37.2,1.122,11166.77465,91.35296,5.932472,-2.37701,4.887706,0,14.898,-1.329,752.46,17.2,14.8,1.03,97.6,4740.8574,4.8,2.24E+00,96.66,2.712,10.614108,0,-3.763146,3.08876,3.891593,0,16.227,14.8,2900,2900,0.6024,28.1548,1.7888,66.88254,21.78,1.476,1024.06,0,0,0,0.4,0,0.6,0,0,0,0,0.4,0.4,0,0,0,0.6,0,0,0,0,0.6,0,0,263.68,82.6,107.2,3.2,14.4,0,4,0,5.6,3.2,2.8,0,2,37.2,3.6,3.5012,3.6,29.2414,1.12,84.8,0.6036,18.60044,479.96,44.892,0.448,1.56,2.4
48.5,1.49,27.903711,118.22415,6.893903,-2.627843,7.687276,0,20.935,-5.413437,1231.86,25.35,14.5,1.25,125,6905,15.5,2.80E+00,115.21,2.1,8.234102,1.101,-3.184947,3.748922,4.723345,0,26.348437,14.5,3600,3750,0.4185,24.51,2.9315,86.045,27.1,0.94,794.44,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,482.68,82,137.5,3.5,16.5,0,5,0,7,3.5,2.5,0,2,48.5,4.5,5.225,4.5,21.879,1.4,132,0.4195,23.1845,49.95,32.3295,0.56,1.95,4.5
49,1.35,9173.073957,119.91815,7.194895,-1.603722,4.91084,0,23.395,-2.30875,992.48,22.05,15,1.235,123.5,5926.607,6,2.80E+00,189.4,2.39,9.537912,1.2465,-2.028556,3.71737,4.683593,0,25.70375,15,4000,3750,0.304,30.1345,3.671,86.145,28.75,1.7,920.2,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,374.3,85,86,3,17,0,5,0,7,3,3,0,2,49,4.5,4.865,4.5,22.119,1.4,129,0.3045,23.05445,14.95,34.72,0.56,1.95,5
57.5,1.555,27.924841,141.67165,7.174051,-2.576819,6.610363,0,23.21,-3.205,1352,25.65,14.5,1.32,132.5,8334.5,16,6.80E+00,112.48,2.085,7.930292,0.3995,-2.871735,3.752119,4.727374,0,26.415,14.5,4350,6250,0.225,25.8415,5.416,94.205,29.15,1.045,765.1,0,0,0,0.5,0,0.5,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,535.5,82.5,145,3.5,21.5,0,10,0,7,3.5,2.5,0,2,57.5,5,5.66,5,20.809,3.25,104,0.2245,24.07,37.45,30.3245,0.56,1.95,4.5
58,1.425,35.584351,142.14365,7.455772,-1.625765,4.80809,0,25.905,-2.29,1039,22.45,15,1.31,132.5,7485,6,2.80E+00,177.3,2.29,8.960997,0.7285,-1.927851,3.833838,4.830333,0,28.195,15,4900,6700,0.3015,51.005,4.7135,88.4075,46.8,1.775,864.6,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,421.4,85.5,86,3,22,0,10,0,7,3,3,0,2,58,5,5.3,5,21.114,1.4,129,0.1775,23.111,14.95,32.9145,0.56,1.95,5
63.6,1.644,31.830364,158.31332,7.602922,-2.60163,7.818335,0,27.48,-4.142,1455,56.2,14.8,1.408,140.8,8484,28.8,2.24E+00,126.09,1.908,7.849038,0.2784,-2.793853,3.977409,5.011221,0,31.622,14.8,4340,5540,0.1728,25.966,12.0848,95.214,31.74,1.218,757.24,0,0,0,0.4,0,0.6,0,0,0,0,1,0.4,0.6,0,0,0,0,0,0,0,0,0,0,664.396,84.4,152.8,3.2,20.4,0,10,0,5.6,3.2,2.8,0,2,63.6,5.4,6.32,5.4,19.3312,10.72,168.8,0.1728,19.85,23.24,28.7076,0.448,1.56,4.8
71.333333,1.673333,30.412814,178.788867,7.552233,-2.446638,7.725282,0,26.933333,-2.594444,1584.333333,50.333333,14,1.44,142.666667,9980,21.333333,3.73E+00,83.383333,1.78,7.075329,0.154667,-2.562219,3.887698,4.898192,0,29.527778,14,5300,5966.666667,0.153333,26.123333,8.554667,124.936667,30.3,1.383333,682.6,0,0,0,0.666667,0,0.333333,0,0,0,0,1,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,625.553333,80.666667,161.333333,4,23.333333,0,10,0,9.333333,4,2,0,2,71.333333,5.666667,6.866667,5.666667,19.818667,7.2,180,0.153333,31.516667,26.2,29.206,0.746667,2.6,4
67,1.52,35.649867,165.643885,7.879803,-1.653201,6.051099,0,30.805,-4.1575,1101.65,25.35,15,1.405,142,8395,6,2.80E+00,162.65,2.14,8.279727,0.531,-1.88904,4.095038,5.159425,0,34.9625,15,5700,5650,0.1715,40.375,5.951,91.495,35.5,1.895,798.85,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,481.925,86,86,3,22,0,10,0,7,3,3,0,2,67,5.5,6.2875,5.5,19.7795,1.4,129,0.137,23.2745,58.45,31.4145,0.56,1.95,5
17.714286,1.038571,15940.76218,41.605743,5.219795,-3.989412,6.564767,0,9.971429,-6.703214,355.037143,6.571429,14.857143,0.852857,81.714286,1621.072286,2.857143,6.86E-01,9.714286,2.938571,13.517319,5.517429,-7.556811,3.196851,4.02778,0,16.674643,14.857143,1500,685.714286,0.91,28.492,0.986286,27.808114,23.7,1.635714,1304.185714,0,0,0,0,0.142857,0,0,0,0.142857,0,0.857143,0.142857,0,0,0,0.857143,0,0.857143,0,0,0,0,0,139.844286,81.857143,86.571429,3.142857,8.285714,0,1.428571,0,2,3.142857,2.857143,0,2,17.714286,2.571429,1.942143,2.571429,27.519143,0.8,198.428571,0.911571,5.065126,209.828571,45.233,1.578571,6.465714,4.857143
45,1.24,9311.269295,111.5997,6.269651,-3.021263,5.688518,0,17.625,-0.9825,1056.05,23,15,1.1,106,5670.7145,10,2.40E+00,125.55,2.885,10.51734,0,-4.192911,3.23088,4.070654,0,18.6075,15,1600,1150,0.524,27.039,2.497,90.65545,23.8,1.295,1014.7,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,327.705,84,119,3,17,0,5,0,7,3,3,0,2,45,4,3.8985,4,25.0725,2.8,118.5,0.5245,17.7837,404.4,43.4385,0.575,2.05,3
37.6,1.138,11167.45487,92.47964,5.994695,-2.908961,5.165521,0,15.566,-1.141,862.86,18.4,15.2,1.026,98,4536.8574,8,1.92E+00,128.66,2.996,11.137482,0,-4.305687,3.110883,3.919467,0,16.707,15.2,1380,1020,0.6028,27.5068,2.0416,73.20654,22.5,1.316,1074.54,0,0,0,0,0.4,0.6,0,0,0.4,0,0,0.4,0,0,0,0.6,0,0,0,0,0.6,0,0,273.124,84.6,108,2.8,14.8,0,4,0,5.6,2.8,3.2,0,2,37.6,3.6,3.2792,3.6,27.0814,2.24,97.2,0.6036,14.28044,479.52,45.7376,0.46,1.64,2.8
32.666667,1.07,12404.91192,79.732933,5.811391,-2.834093,4.816857,0,14.193333,-1.246667,734.066667,15.333333,15.333333,0.976667,92.666667,3780.952667,6.666667,1.60E+00,130.733333,3.07,11.55091,0,-4.380871,3.030884,3.818675,0,15.44,15.333333,1233.333333,933.333333,0.655333,27.818667,1.738,61.573933,21.633333,1.33,1114.433333,0,0,0,0,0.333333,0.666667,0,0,0.333333,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0.666667,0,0,236.736667,85,100.666667,2.666667,13.333333,0,3.333333,0,4.666667,2.666667,3.333333,0,2,32.666667,3.333333,2.866333,3.333333,28.420667,1.866667,83,0.656333,11.944933,529.6,47.270333,0.383333,1.366667,2.666667
39.714286,1.167143,10637.11613,97.942514,6.073254,-2.941047,5.314949,0,16.154286,-1.095714,918.057143,19.714286,15.142857,1.047143,100.285714,4860.816571,8.571429,2.06E+00,127.771429,2.964286,10.960299,0,-4.273465,3.145168,3.962663,0,17.25,15.142857,1442.857143,1057.142857,0.580286,27.373143,2.171714,78.191943,22.871429,1.31,1057.442857,0,0,0,0,0.428571,0.571429,0,0,0.428571,0,0,0.428571,0,0,0,0.571429,0,0,0,0,0.571429,0,0,288.718571,84.428571,111.142857,2.857143,15.428571,0,4.285714,0,6,2.857143,3.142857,0,2,39.714286,3.714286,3.456143,3.714286,26.507429,2.4,103.285714,0.581,15.281371,458.057143,45.080714,0.492857,1.757143,2.857143
49,1.51,28.753984,119.6325,6.971682,-3.292782,8.034545,0,21.77,-5.178437,1369.86,26.85,15,1.245,125.5,6650,19.5,2.40E+00,155.21,2.455,8.88832,1.101,-3.863123,3.776575,4.758187,0,26.948438,15,1700,1400,0.419,23.7,3.2475,93.95,28,0.74,857.54,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,494.485,84.5,138.5,3,17,0,5,0,7,3,3,0,2,49,4.5,4.9475,4.5,19.179,2.8,147.5,0.4195,17.7845,49.4,33.3865,0.575,2.05,5
